customer_id,region_id,product_category,last_purchase_date,satisfaction_score,complaint_type,service_rating
C3760,R008,Smartphone,2024-03-08,3.0,Late Delivery,3
C5282,R002,Laptop,2024-05-02,3.7,Rude Staff,4
C6403,R004,Smartphone,2024-06-25,3.5,Unresponsive Support,1
C5739,R002,Smartphone,2024-02-16,2.7,Unresponsive Support,3
C7964,R002,Smartphone,2024-04-17,3.2,Late Delivery,5
C3799,R003,AC,2024-02-21,2.5,Product Defect,4
C9699,R003,Laptop,2024-02-17,4.8,Product Defect,2
C9288,R010,Washing Machine,2024-04-17,4.7,Late Delivery,2
C5140,R003,Laptop,2024-06-04,4.2,None,3
C5261,R005,AC,2024-05-04,4.2,Product Defect,2
C1119,R010,Laptop,2024-05-26,3.5,Product Defect,5
C1190,R006,Smartphone,2024-03-01,2.1,Installation Delay,3
C1459,R008,TV,2024-06-17,3.8,Rude Staff,1
C3540,R004,Laptop,2024-06-23,4.2,Rude Staff,3
C7069,R005,AC,2024-01-07,3.8,Late Delivery,5
C4457,R008,TV,2024-01-08,2.7,Installation Delay,4
C5247,R002,Smartphone,2024-01-09,3.6,Unresponsive Support,2
C7580,R004,AC,2024-06-24,4.0,Unresponsive Support,2
C1316,R001,TV,2024-06-09,3.6,Unresponsive Support,2
C7000,R010,TV,2024-03-02,3.3,Rude Staff,5
C4831,R003,AC,2024-06-07,3.9,Late Delivery,3
C2155,R006,AC,2024-01-19,2.7,None,5
C1781,R002,AC,2024-01-15,2.5,Unresponsive Support,1
C2748,R008,Washing Machine,2024-01-12,2.3,None,5
C7983,R008,Washing Machine,2024-02-26,4.8,None,4
C4040,R006,Laptop,2024-05-09,2.1,None,3
C6717,R004,Laptop,2024-01-29,4.8,Installation Delay,5
C3383,R002,Smartphone,2024-05-04,3.8,Late Delivery,3
C5493,R005,Smartphone,2024-01-23,4.8,Product Defect,5
C3374,R010,AC,2024-01-30,3.9,None,1
C6331,R001,Laptop,2024-03-24,3.4,Late Delivery,5
C8350,R010,TV,2024-06-23,2.3,Installation Delay,2
C1059,R001,Smartphone,2024-01-27,2.5,None,2
C6165,R009,TV,2024-02-10,4.8,Unresponsive Support,2
C4681,R007,Laptop,2024-04-19,2.6,Rude Staff,1
C2616,R006,Smartphone,2024-04-19,4.0,Rude Staff,1
C5086,R009,Laptop,2024-01-21,2.3,Rude Staff,2
C4206,R005,AC,2024-04-24,3.6,None,1
C2369,R002,TV,2024-03-27,3.7,Unresponsive Support,2
C1212,R002,Laptop,2024-05-21,3.0,Product Defect,5
C3402,R006,TV,2024-05-29,4.8,Product Defect,3
C6272,R004,Smartphone,2024-03-07,3.7,Unresponsive Support,2
C7789,R008,AC,2024-02-20,3.1,Installation Delay,4
C5412,R006,AC,2024-06-13,3.6,Installation Delay,3
C5029,R005,Smartphone,2024-01-04,4.2,Late Delivery,2
C5891,R005,Laptop,2024-04-08,3.3,Installation Delay,5
C5569,R005,Laptop,2024-01-12,4.1,Product Defect,1
C5845,R010,Smartphone,2024-03-30,3.7,Installation Delay,5
C6728,R001,Laptop,2024-02-20,3.7,Product Defect,5
C2144,R004,Laptop,2024-05-08,4.7,Product Defect,2
C7671,R009,TV,2024-05-03,2.2,Late Delivery,1
C3815,R004,TV,2024-02-11,3.7,Rude Staff,4
C2899,R002,Washing Machine,2024-03-23,2.3,Unresponsive Support,5
C2669,R009,Smartphone,2024-01-20,4.2,Late Delivery,1
C5041,R008,TV,2024-03-07,3.0,None,5
C3474,R006,Laptop,2024-04-06,3.3,None,2
C7573,R002,AC,2024-03-22,2.1,Installation Delay,4
C8523,R001,Laptop,2024-06-05,2.2,None,1
C3747,R004,AC,2024-02-08,3.2,Unresponsive Support,4
C6990,R008,Washing Machine,2024-06-11,4.6,None,1
C1572,R001,Washing Machine,2024-03-09,4.5,None,3
C2361,R008,Washing Machine,2024-01-25,2.8,Rude Staff,5
C3018,R003,TV,2024-02-14,4.2,Rude Staff,4
C9998,R002,Washing Machine,2024-05-05,4.5,Unresponsive Support,5
C9484,R010,Laptop,2024-05-31,4.9,Unresponsive Support,5
C2884,R005,TV,2024-01-26,4.3,Product Defect,2
C9670,R008,TV,2024-04-30,4.0,None,3
C1948,R004,Laptop,2024-01-31,3.5,Late Delivery,5
C2345,R005,AC,2024-02-11,3.7,Unresponsive Support,5
C6197,R001,Washing Machine,2024-04-15,3.7,Rude Staff,2
C4780,R005,AC,2024-04-25,4.4,None,5
C5569,R003,Laptop,2024-04-30,4.4,Unresponsive Support,1
C3981,R009,TV,2024-04-01,3.5,Product Defect,4
C6159,R008,TV,2024-06-21,2.2,Rude Staff,2
C9279,R005,TV,2024-05-25,4.6,Installation Delay,4
C8315,R005,AC,2024-01-02,4.5,Late Delivery,5
C7714,R008,Washing Machine,2024-05-01,2.2,Product Defect,3
C5552,R004,TV,2024-01-06,3.7,Rude Staff,2
C7690,R007,Washing Machine,2024-01-12,3.3,Late Delivery,3
C4835,R004,Washing Machine,2024-03-31,3.4,Rude Staff,1
C8099,R002,AC,2024-05-22,4.3,Product Defect,4
C4271,R005,Laptop,2024-06-22,3.8,Rude Staff,3
C8600,R004,TV,2024-01-14,4.5,Rude Staff,1
C6956,R009,Smartphone,2024-02-06,3.4,Installation Delay,4
C1539,R001,AC,2024-04-22,3.4,Product Defect,1
C3809,R006,TV,2024-05-20,2.9,Late Delivery,5
C4359,R010,TV,2024-05-19,3.2,Installation Delay,5
C6438,R002,Smartphone,2024-03-07,3.1,Unresponsive Support,1
C1981,R008,TV,2024-04-21,2.1,Unresponsive Support,2
C3715,R005,Washing Machine,2024-05-10,4.1,Unresponsive Support,4
C7517,R004,AC,2024-01-09,4.0,Unresponsive Support,3
C7788,R006,TV,2024-04-28,4.8,Product Defect,5
C6273,R003,Smartphone,2024-05-14,3.2,Installation Delay,4
C7226,R001,Washing Machine,2024-01-25,3.3,None,5
C1389,R005,AC,2024-03-19,3.8,Unresponsive Support,2
C9068,R005,AC,2024-01-25,3.4,Unresponsive Support,2
C5483,R001,AC,2024-05-30,3.6,Rude Staff,3
C2927,R006,Washing Machine,2024-06-18,3.2,Installation Delay,5
C8862,R002,AC,2024-03-11,3.6,Product Defect,3
C3389,R002,Laptop,2024-03-12,2.9,None,1
C2831,R004,Washing Machine,2024-06-18,2.7,Unresponsive Support,3
C1407,R009,TV,2024-02-23,4.3,Late Delivery,1
C5919,R009,Smartphone,2024-04-10,4.3,Product Defect,2
C8031,R009,AC,2024-06-16,3.9,Rude Staff,4
C6431,R002,AC,2024-03-20,3.9,Installation Delay,2
C2505,R005,Smartphone,2024-06-14,3.6,Late Delivery,1
C6888,R004,Laptop,2024-02-15,2.4,Unresponsive Support,2
C1855,R005,Laptop,2024-04-27,2.9,Installation Delay,5
C5291,R003,Washing Machine,2024-05-27,3.0,None,2
C4343,R005,TV,2024-03-23,2.2,Rude Staff,1
C9020,R008,Smartphone,2024-05-08,2.4,Late Delivery,4
C9006,R005,AC,2024-06-15,2.4,Late Delivery,5
C8159,R010,Washing Machine,2024-01-31,3.7,Product Defect,5
C4423,R004,AC,2024-01-05,2.8,Late Delivery,3
C6677,R010,Washing Machine,2024-01-07,2.1,Product Defect,5
C3388,R008,Laptop,2024-04-22,4.7,Late Delivery,4
C2145,R008,Laptop,2024-02-22,2.3,Late Delivery,4
C2352,R008,TV,2024-05-05,2.0,Late Delivery,4
C2780,R002,Laptop,2024-01-29,3.8,Unresponsive Support,3
C9684,R002,Smartphone,2024-05-22,4.3,Rude Staff,1
C4636,R005,AC,2024-03-16,5.0,Late Delivery,2
C6722,R002,AC,2024-03-19,2.6,None,1
C7725,R006,Washing Machine,2024-03-04,2.8,Late Delivery,4
C7579,R004,Washing Machine,2024-03-24,4.8,Product Defect,1
C6628,R004,Laptop,2024-05-05,4.2,Rude Staff,4
C7552,R005,TV,2024-03-27,4.0,Unresponsive Support,4
C9393,R004,AC,2024-02-09,4.8,Unresponsive Support,5
C2741,R006,Washing Machine,2024-04-25,3.4,Late Delivery,5
C8914,R004,Smartphone,2024-05-23,2.9,Product Defect,5
C5315,R002,TV,2024-03-02,4.2,Product Defect,1
C7158,R007,TV,2024-06-27,3.2,Product Defect,3
C6511,R004,TV,2024-01-31,3.6,None,2
C8612,R004,Laptop,2024-06-26,3.3,Installation Delay,3
C6115,R010,Laptop,2024-01-26,3.9,Late Delivery,5
C8997,R001,Smartphone,2024-06-01,3.3,Late Delivery,4
C2150,R005,Laptop,2024-05-18,2.7,Rude Staff,4
C2744,R003,AC,2024-04-09,2.2,Rude Staff,4
C2154,R003,AC,2024-06-26,4.3,Installation Delay,1
C7887,R007,TV,2024-03-20,3.8,Product Defect,2
C4166,R005,AC,2024-06-29,2.7,Installation Delay,1
C4535,R006,Smartphone,2024-03-12,4.9,Late Delivery,4
C5904,R007,TV,2024-02-02,2.3,Rude Staff,5
C3655,R010,TV,2024-04-25,3.3,Rude Staff,1
C9246,R007,TV,2024-03-14,2.8,None,1
C7381,R001,AC,2024-04-10,3.4,Late Delivery,2
C7329,R002,Washing Machine,2024-01-10,4.6,Unresponsive Support,4
C6538,R006,Washing Machine,2024-02-14,3.6,Late Delivery,1
C5845,R008,Laptop,2024-06-03,4.2,None,2
C2658,R003,Smartphone,2024-02-14,2.1,None,5
C4849,R003,TV,2024-02-24,2.6,None,4
C2029,R009,Smartphone,2024-05-01,3.5,Rude Staff,5
C5848,R009,Smartphone,2024-03-27,3.9,Product Defect,1
C8751,R007,Washing Machine,2024-03-10,4.2,None,4
C6031,R001,Washing Machine,2024-04-22,2.4,Installation Delay,2
C2348,R008,TV,2024-05-06,3.1,Late Delivery,3
C7191,R005,AC,2024-06-17,3.8,Product Defect,2
C9156,R001,Laptop,2024-04-24,2.8,Late Delivery,5
C1946,R001,Smartphone,2024-06-25,2.1,Unresponsive Support,5
C4411,R007,Washing Machine,2024-05-11,2.5,Rude Staff,2
C1288,R010,AC,2024-02-03,3.5,None,5
C7644,R007,Smartphone,2024-01-07,3.3,Installation Delay,2
C1408,R002,Smartphone,2024-05-11,4.6,Late Delivery,3
C2771,R004,Laptop,2024-04-14,4.1,None,3
C4053,R010,Washing Machine,2024-04-04,4.6,Rude Staff,3
C5598,R009,Smartphone,2024-04-23,3.1,Product Defect,1
C7435,R001,TV,2024-02-07,2.7,Rude Staff,3
C6485,R001,Laptop,2024-03-27,2.4,None,5
C5597,R002,TV,2024-03-10,4.7,Rude Staff,3
C7164,R007,Washing Machine,2024-03-18,3.7,Unresponsive Support,5
C7309,R006,Washing Machine,2024-06-22,4.2,None,4
C9200,R006,Smartphone,2024-02-13,2.7,None,2
C6120,R001,Laptop,2024-06-09,3.3,Installation Delay,2
C2335,R001,Washing Machine,2024-06-18,3.7,None,3
C1374,R005,AC,2024-02-18,4.6,Late Delivery,2
C2377,R005,Laptop,2024-03-26,2.1,Unresponsive Support,1
C1922,R008,TV,2024-04-10,2.4,Product Defect,5
C2661,R010,Smartphone,2024-04-19,2.2,Rude Staff,5
C3815,R007,TV,2024-02-22,2.6,None,2
C5380,R003,TV,2024-03-10,3.1,Late Delivery,4
C2614,R008,Laptop,2024-03-01,2.6,Unresponsive Support,3
C3491,R004,Washing Machine,2024-05-13,4.4,Installation Delay,1
C6832,R007,Washing Machine,2024-01-25,2.4,Rude Staff,5
C7873,R010,Smartphone,2024-01-12,2.9,Unresponsive Support,2
C7187,R009,Laptop,2024-04-22,3.0,Late Delivery,5
C5750,R001,Laptop,2024-06-11,4.5,Late Delivery,2
C1715,R007,TV,2024-06-08,4.9,Unresponsive Support,5
C2139,R009,Laptop,2024-04-09,4.7,Rude Staff,3
C2561,R003,Washing Machine,2024-02-26,4.1,Rude Staff,5
C9771,R005,Washing Machine,2024-05-01,4.6,Unresponsive Support,1
C3963,R008,TV,2024-01-14,3.6,None,5
C1859,R005,Smartphone,2024-06-08,2.5,Product Defect,5
C1205,R002,TV,2024-05-14,3.0,Product Defect,5
C9621,R010,Smartphone,2024-06-03,3.2,Rude Staff,2
C6589,R001,AC,2024-01-11,4.4,Unresponsive Support,3
C4102,R008,Laptop,2024-01-01,2.4,Rude Staff,5
C6157,R009,AC,2024-06-01,3.8,Installation Delay,2
C4204,R009,Smartphone,2024-01-10,2.7,None,2
C6386,R003,AC,2024-04-30,4.9,Rude Staff,5
C5626,R001,TV,2024-02-15,3.6,Product Defect,5
C6878,R005,AC,2024-05-16,4.9,Late Delivery,1
C7906,R001,AC,2024-01-01,2.5,Rude Staff,2
C3664,R010,TV,2024-06-20,4.6,Rude Staff,2
C2752,R004,TV,2024-04-15,3.4,Installation Delay,2
C3845,R002,AC,2024-05-01,2.3,Late Delivery,1
C2049,R006,TV,2024-04-19,4.0,None,5
C7774,R010,Washing Machine,2024-03-09,2.7,Rude Staff,5
C9927,R008,Laptop,2024-01-31,3.0,Unresponsive Support,5
C1109,R001,AC,2024-06-21,2.3,Installation Delay,5
C4026,R002,Washing Machine,2024-02-08,2.9,Rude Staff,5
C3963,R001,AC,2024-01-23,3.8,Unresponsive Support,1
C4975,R007,Smartphone,2024-05-18,4.5,Unresponsive Support,4
C8022,R005,TV,2024-01-24,2.3,Rude Staff,4
C6692,R006,Laptop,2024-01-06,4.8,Late Delivery,3
C5116,R009,TV,2024-04-05,2.7,Installation Delay,2
C3637,R008,TV,2024-01-29,2.9,None,5
C9334,R005,Laptop,2024-05-02,2.3,Late Delivery,2
C8187,R006,Washing Machine,2024-01-20,4.6,Late Delivery,2
C4541,R005,TV,2024-06-20,2.6,Late Delivery,2
C2566,R001,Washing Machine,2024-05-04,2.9,None,5
C6595,R003,AC,2024-05-11,2.2,Late Delivery,2
C9039,R002,TV,2024-05-06,2.4,None,2
C6952,R010,Smartphone,2024-01-26,3.5,Unresponsive Support,5
C5454,R004,Smartphone,2024-06-15,5.0,None,5
C9352,R004,AC,2024-06-03,2.2,None,2
C4482,R008,Washing Machine,2024-04-06,3.1,Installation Delay,5
C3642,R004,Laptop,2024-03-22,4.9,Unresponsive Support,2
C2900,R007,Washing Machine,2024-06-24,4.2,Product Defect,2
C6911,R009,Washing Machine,2024-04-25,3.9,Installation Delay,4
C9030,R001,Laptop,2024-06-30,4.0,Rude Staff,4
C5183,R006,AC,2024-03-10,4.6,Installation Delay,5
C2455,R002,Smartphone,2024-01-22,3.1,Product Defect,4
C5036,R006,AC,2024-05-26,3.2,Installation Delay,5
C7147,R005,Laptop,2024-01-19,4.0,Rude Staff,3
C3527,R001,AC,2024-03-07,4.5,Product Defect,4
C6497,R008,AC,2024-06-02,2.1,Late Delivery,5
C7444,R005,AC,2024-02-27,2.6,Late Delivery,1
C7719,R001,TV,2024-02-26,5.0,Installation Delay,3
C6657,R010,Washing Machine,2024-01-23,2.9,Installation Delay,1
C1947,R008,TV,2024-03-25,2.9,Unresponsive Support,2
C8505,R002,Washing Machine,2024-06-20,3.2,Rude Staff,2
C4987,R010,Washing Machine,2024-01-13,3.5,Product Defect,5
C3399,R005,TV,2024-05-12,5.0,Product Defect,4
C5169,R010,Smartphone,2024-04-06,3.8,None,2
C6192,R001,Laptop,2024-01-16,4.3,Late Delivery,2
C9011,R002,Washing Machine,2024-02-13,3.2,Installation Delay,3
C3947,R007,Smartphone,2024-02-15,4.6,Unresponsive Support,3
C3164,R006,Smartphone,2024-05-23,3.5,Unresponsive Support,2
C4467,R010,Laptop,2024-01-23,3.1,Installation Delay,1
C5174,R007,AC,2024-02-08,4.6,Product Defect,5
C7245,R002,Laptop,2024-02-21,3.3,None,5
C8986,R002,Washing Machine,2024-05-17,3.3,Rude Staff,1
C2405,R004,Washing Machine,2024-01-17,3.6,Unresponsive Support,5
C9652,R005,Washing Machine,2024-01-04,4.0,Rude Staff,3
C9328,R005,TV,2024-06-02,3.6,Product Defect,5
C6592,R004,Washing Machine,2024-03-26,4.6,Installation Delay,3
C6603,R010,Smartphone,2024-04-26,2.2,None,3
C7695,R006,AC,2024-02-07,4.6,Unresponsive Support,2
C7882,R009,TV,2024-01-25,2.4,Unresponsive Support,4
C9172,R006,Laptop,2024-06-11,3.2,Rude Staff,2
C6974,R003,TV,2024-06-28,4.6,Unresponsive Support,1
C6039,R008,TV,2024-03-13,4.0,Installation Delay,2
C8373,R003,AC,2024-03-06,2.7,Late Delivery,3
C3953,R004,Smartphone,2024-06-10,2.6,Product Defect,1
C1337,R002,Smartphone,2024-01-13,4.3,None,5
C7677,R004,TV,2024-03-10,3.3,Unresponsive Support,2
C1831,R008,TV,2024-05-10,4.9,Product Defect,4
C5169,R010,Laptop,2024-04-07,3.5,None,1
C7201,R001,Smartphone,2024-05-12,3.5,Installation Delay,3
C7896,R006,TV,2024-04-02,2.8,Installation Delay,4
C8577,R009,Washing Machine,2024-06-26,2.8,None,5
C8585,R002,Smartphone,2024-06-09,3.4,Late Delivery,1
C7215,R008,TV,2024-01-26,2.7,Rude Staff,5
C8915,R003,AC,2024-05-09,3.4,Product Defect,2
C8568,R008,AC,2024-01-24,3.1,Unresponsive Support,2
C7835,R001,Washing Machine,2024-06-01,2.1,Product Defect,2
C2313,R009,TV,2024-05-12,3.0,None,3
C8634,R005,Smartphone,2024-02-08,3.4,Installation Delay,4
C5628,R003,TV,2024-03-23,2.9,Product Defect,2
C9662,R003,Smartphone,2024-01-02,4.9,Rude Staff,2
C6822,R005,Laptop,2024-06-07,4.0,None,2
C5845,R001,AC,2024-04-28,3.6,None,4
C7879,R001,TV,2024-04-12,5.0,Installation Delay,5
C6629,R004,Laptop,2024-04-13,4.2,Product Defect,2
C3324,R009,TV,2024-06-19,2.0,Unresponsive Support,2
C4464,R010,TV,2024-03-06,4.2,Product Defect,3
C3749,R001,Laptop,2024-05-06,3.0,None,3
C3883,R008,Washing Machine,2024-01-13,2.7,Installation Delay,5
C4662,R006,Smartphone,2024-06-06,3.4,Unresponsive Support,2
C2473,R009,AC,2024-05-10,2.7,None,3
C6646,R001,Smartphone,2024-04-03,2.9,Rude Staff,2
C3887,R004,TV,2024-05-20,3.4,None,3
C4461,R005,AC,2024-03-28,5.0,Unresponsive Support,2
C6828,R003,Laptop,2024-01-28,2.4,Late Delivery,2
C4331,R001,Washing Machine,2024-03-05,3.5,None,3
C3232,R010,TV,2024-01-20,2.1,Unresponsive Support,2
C8995,R008,Smartphone,2024-03-14,4.6,Unresponsive Support,2
C5322,R001,AC,2024-02-13,4.6,None,5
C3456,R009,Washing Machine,2024-05-25,4.5,Unresponsive Support,1
C2693,R009,Smartphone,2024-01-26,2.5,Product Defect,3
C8525,R009,AC,2024-05-05,4.1,Rude Staff,3
C9558,R001,Laptop,2024-05-21,2.5,Late Delivery,1
C7097,R002,Washing Machine,2024-06-22,3.4,Installation Delay,2
C4965,R002,Laptop,2024-03-05,2.0,Rude Staff,2
C2951,R004,Washing Machine,2024-01-14,2.2,Product Defect,5
C4140,R002,Laptop,2024-01-11,4.3,Product Defect,4
C4078,R009,Smartphone,2024-03-27,4.8,Late Delivery,1
C7599,R006,TV,2024-03-12,4.4,Unresponsive Support,2
C4401,R009,TV,2024-06-28,2.4,Rude Staff,5
C2283,R001,Washing Machine,2024-02-17,3.1,None,2
C8173,R006,Washing Machine,2024-04-02,3.4,Late Delivery,4
C7581,R010,Washing Machine,2024-01-14,2.3,Late Delivery,4
C8704,R003,TV,2024-05-16,2.5,Unresponsive Support,2
C4236,R006,TV,2024-04-02,2.9,Installation Delay,5
C6590,R002,Laptop,2024-05-10,2.5,Installation Delay,1
C6284,R002,Smartphone,2024-03-12,2.6,None,4
C4220,R010,Smartphone,2024-05-22,5.0,Unresponsive Support,4
C5829,R001,Smartphone,2024-01-20,4.8,Unresponsive Support,2
C3512,R003,AC,2024-01-21,2.6,Product Defect,2
C5540,R006,Laptop,2024-01-26,2.8,None,3
C2759,R004,TV,2024-05-21,3.1,Installation Delay,5
C4405,R001,Laptop,2024-02-08,4.6,Installation Delay,5
C9846,R003,TV,2024-04-20,2.1,Installation Delay,2
C5615,R001,Washing Machine,2024-05-15,4.3,Rude Staff,4
C2480,R004,Washing Machine,2024-04-12,4.2,Late Delivery,3
C6420,R004,AC,2024-03-08,2.5,Unresponsive Support,1
C6126,R005,TV,2024-05-28,3.3,Unresponsive Support,5
C5566,R006,AC,2024-06-10,3.4,Late Delivery,5
C8144,R002,TV,2024-01-05,4.4,Product Defect,2
C3273,R007,TV,2024-01-11,4.3,Late Delivery,5
C7665,R005,Laptop,2024-01-04,2.5,Installation Delay,3
C8546,R006,Washing Machine,2024-05-10,3.2,Unresponsive Support,2
C5793,R001,AC,2024-05-30,3.2,None,4
C3593,R003,Smartphone,2024-05-26,4.0,Product Defect,2
C3036,R006,Smartphone,2024-01-05,3.9,None,4
C5314,R004,AC,2024-04-09,3.0,None,1
C3481,R004,Smartphone,2024-04-18,4.2,Rude Staff,1
C1548,R006,Washing Machine,2024-06-22,2.1,None,5
C7513,R008,Smartphone,2024-05-11,3.6,Unresponsive Support,3
C8607,R007,Smartphone,2024-01-09,3.3,Unresponsive Support,2
C8139,R004,AC,2024-04-17,4.2,Late Delivery,3
C8156,R007,TV,2024-05-11,3.2,Unresponsive Support,5
C3650,R010,TV,2024-05-18,2.3,Product Defect,5
C3915,R007,AC,2024-03-17,3.8,None,1
C1898,R003,AC,2024-04-27,4.6,Late Delivery,3
C9297,R006,Laptop,2024-06-05,3.5,Installation Delay,4
C4107,R007,Laptop,2024-04-29,3.0,Late Delivery,2
C2731,R003,TV,2024-01-20,4.1,Unresponsive Support,4
C4904,R003,AC,2024-06-17,3.8,Installation Delay,1
C1592,R003,TV,2024-06-14,5.0,Unresponsive Support,4
C4953,R001,Laptop,2024-01-24,5.0,Installation Delay,2
C5317,R005,AC,2024-04-27,4.9,Unresponsive Support,3
C5857,R001,AC,2024-06-24,2.7,None,4
C7347,R004,Washing Machine,2024-04-19,2.7,Installation Delay,4
C9030,R007,Laptop,2024-06-17,4.9,Late Delivery,2
C5348,R005,Laptop,2024-02-09,4.4,Installation Delay,2
C3030,R006,AC,2024-02-19,4.2,Installation Delay,1
C6347,R005,TV,2024-03-30,4.9,Product Defect,5
C9503,R009,Washing Machine,2024-04-09,3.5,Rude Staff,5
C2921,R003,Smartphone,2024-02-24,3.9,None,5
C2739,R006,Laptop,2024-05-06,2.3,Installation Delay,4
C2366,R008,Laptop,2024-04-20,3.4,Rude Staff,4
C7680,R004,Washing Machine,2024-05-25,3.0,Rude Staff,2
C4882,R003,Washing Machine,2024-02-13,2.7,Unresponsive Support,3
C6431,R007,Smartphone,2024-04-20,4.0,Rude Staff,3
C1899,R010,Laptop,2024-04-25,2.9,Installation Delay,3
C6735,R010,AC,2024-05-07,4.6,Unresponsive Support,5
C9730,R001,Washing Machine,2024-05-04,3.2,Product Defect,1
C4473,R008,AC,2024-05-25,3.8,Rude Staff,5
C2148,R003,Laptop,2024-06-24,2.6,Late Delivery,4
C3879,R008,TV,2024-04-27,4.6,Late Delivery,2
C1691,R004,Washing Machine,2024-02-20,2.6,None,5
C3446,R010,AC,2024-04-02,3.9,Rude Staff,1
C4229,R002,TV,2024-01-27,3.1,None,5
C7127,R001,Laptop,2024-06-01,2.3,Rude Staff,1
C7216,R007,Washing Machine,2024-05-31,3.3,None,3
C5581,R001,TV,2024-02-23,3.4,Product Defect,1
C8606,R007,AC,2024-01-18,4.1,Rude Staff,4
C2887,R009,Washing Machine,2024-04-22,2.4,None,2
C2577,R008,AC,2024-02-01,4.4,Installation Delay,3
C3232,R007,Washing Machine,2024-06-10,4.8,Installation Delay,2
C9139,R005,TV,2024-02-03,3.1,Rude Staff,2
C5380,R008,Washing Machine,2024-03-10,3.2,None,3
C5373,R010,Washing Machine,2024-03-20,2.8,Late Delivery,3
C5158,R009,TV,2024-05-13,4.9,Unresponsive Support,1
C2637,R008,Laptop,2024-05-11,3.9,None,2
C9212,R010,AC,2024-03-27,4.9,Unresponsive Support,1
C6128,R003,Washing Machine,2024-05-10,2.0,Unresponsive Support,1
C4008,R005,Laptop,2024-02-10,3.5,Late Delivery,2
C5351,R006,Laptop,2024-04-21,3.7,Unresponsive Support,5
C1923,R002,Smartphone,2024-03-24,3.2,Product Defect,5
C2185,R009,Washing Machine,2024-02-03,2.9,Unresponsive Support,5
C5989,R004,Laptop,2024-05-12,2.8,Installation Delay,5
C1775,R005,Smartphone,2024-06-11,4.3,None,5
C9271,R001,Laptop,2024-04-30,4.7,Unresponsive Support,4
C4386,R001,Laptop,2024-06-27,2.1,Product Defect,3
C3238,R009,Laptop,2024-03-29,2.1,Installation Delay,2
C8840,R010,Laptop,2024-04-17,3.2,None,1
C2755,R010,Laptop,2024-02-11,4.0,Installation Delay,1
C1156,R001,TV,2024-04-29,2.9,Installation Delay,4
C7772,R003,TV,2024-06-11,3.2,Late Delivery,4
C6058,R004,TV,2024-04-13,4.6,Late Delivery,5
C8796,R004,Smartphone,2024-06-24,2.7,Product Defect,1
C1393,R005,AC,2024-01-19,2.2,Unresponsive Support,1
C6854,R001,Laptop,2024-03-25,3.2,Late Delivery,2
C9676,R007,AC,2024-04-07,2.8,Rude Staff,2
C6525,R004,Washing Machine,2024-02-02,4.0,Unresponsive Support,2
C6465,R001,TV,2024-02-02,4.4,Installation Delay,2
C3503,R001,TV,2024-06-27,4.4,Late Delivery,5
C6152,R010,TV,2024-06-16,3.1,Rude Staff,5
C6911,R001,TV,2024-04-30,3.9,Product Defect,2
C1682,R004,Washing Machine,2024-02-03,2.8,Installation Delay,4
C7852,R003,AC,2024-02-21,4.3,Rude Staff,3
C8717,R006,Laptop,2024-03-01,4.8,Unresponsive Support,5
C2714,R010,AC,2024-02-20,4.9,Unresponsive Support,5
C3917,R005,AC,2024-06-04,3.0,Unresponsive Support,2
C4902,R002,AC,2024-02-15,2.7,Product Defect,2
C4209,R006,AC,2024-03-06,2.4,Installation Delay,1
C4420,R002,AC,2024-03-21,4.8,Product Defect,1
C2419,R007,Washing Machine,2024-06-22,2.3,Unresponsive Support,4
C6764,R003,TV,2024-06-19,2.1,Late Delivery,4
C4620,R003,Smartphone,2024-02-15,4.5,None,1
C9331,R001,Washing Machine,2024-05-24,4.7,Rude Staff,2
C8126,R008,Smartphone,2024-04-07,2.9,Installation Delay,1
C4343,R005,Smartphone,2024-05-21,2.1,Unresponsive Support,5
C8480,R004,Washing Machine,2024-06-08,2.0,Product Defect,2
C4074,R002,TV,2024-01-26,4.6,Late Delivery,4
C6960,R005,TV,2024-04-05,3.2,Unresponsive Support,1
C1860,R010,Smartphone,2024-03-08,2.5,None,2
C5068,R010,AC,2024-01-16,4.6,Rude Staff,5
C4984,R001,TV,2024-06-09,4.3,Product Defect,3
C5613,R010,AC,2024-05-11,2.8,Installation Delay,3
C3056,R002,AC,2024-06-28,4.4,Unresponsive Support,3
C1131,R009,Smartphone,2024-03-17,2.3,Unresponsive Support,3
C1015,R007,AC,2024-03-28,3.5,Late Delivery,5
C6470,R003,Smartphone,2024-02-26,3.7,Rude Staff,5
C6961,R010,TV,2024-03-25,2.7,Rude Staff,3
C7819,R007,AC,2024-06-26,3.6,Unresponsive Support,5
C9503,R007,Washing Machine,2024-05-22,2.3,Product Defect,2
C8357,R002,AC,2024-01-09,4.4,Installation Delay,5
C2172,R005,Washing Machine,2024-06-05,2.8,Unresponsive Support,5
C8535,R002,TV,2024-01-27,3.3,Unresponsive Support,4
C4971,R002,TV,2024-06-10,4.6,Product Defect,4
C1094,R008,Washing Machine,2024-01-06,3.6,Rude Staff,1
C1073,R008,Smartphone,2024-03-14,2.2,Rude Staff,3
C5072,R007,AC,2024-06-18,2.5,Unresponsive Support,1
C2211,R003,Washing Machine,2024-03-18,4.3,Product Defect,1
C3493,R002,TV,2024-04-15,3.4,None,4
C8763,R006,Smartphone,2024-02-10,3.4,Installation Delay,4
C6664,R007,Washing Machine,2024-06-03,3.0,Product Defect,4
