date,region_id,product_category,brand,units_sold,price,marketing_spend
2024-02-01,R005,Smartphone,HP,27,75000,28345
2024-02-01,R005,AC,HP,115,60000,5046
2024-02-01,R005,TV,Samsung,59,60000,13591
2024-02-01,R005,Washing Machine,Samsung,82,60000,21754
2024-02-01,R006,Laptop,Whirlpool,25,75000,34227
2024-02-01,R006,Smartphone,LG,142,20000,18521
2024-02-01,R006,AC,HP,32,60000,39043
2024-02-01,R006,TV,Sony,53,75000,6280
2024-02-01,R006,Washing Machine,Whirlpool,129,20000,28454
2024-02-01,R007,Laptop,HP,66,75000,5714
2024-02-01,R007,Smartphone,Sony,57,20000,32239
2024-02-01,R007,AC,Whirlpool,114,60000,9204
2024-02-01,R007,TV,Whirlpool,88,30000,13239
2024-02-01,R007,Washing Machine,HP,114,60000,17203
2024-02-01,R008,Laptop,HP,59,60000,26212
2024-02-01,R008,Smartphone,Sony,96,45000,31753
2024-02-01,R008,AC,HP,54,20000,10156
2024-02-01,R008,TV,Whirlpool,123,60000,22708
2024-02-01,R008,Washing Machine,LG,132,20000,22675
2024-02-01,R009,Laptop,Whirlpool,50,30000,38006
2024-02-01,R009,Smartphone,LG,46,60000,16220
2024-02-01,R009,AC,Samsung,43,45000,19436
2024-02-01,R009,TV,LG,44,30000,35514
2024-02-01,R009,Washing Machine,Samsung,61,75000,16653
2024-02-01,R010,Laptop,Sony,46,20000,18578
2024-02-01,R010,Smartphone,Samsung,45,60000,12192
2024-02-01,R010,AC,HP,56,20000,12140
2024-02-01,R010,TV,Sony,84,30000,25939
2024-02-01,R010,Washing Machine,Samsung,79,30000,33824
2024-02-02,R001,Laptop,HP,71,60000,37740
2024-02-02,R001,Smartphone,Sony,70,75000,5960
2024-02-02,R001,AC,Samsung,147,45000,15414
2024-02-02,R001,TV,HP,33,60000,18285
2024-02-02,R001,Washing Machine,Whirlpool,49,45000,36448
2024-02-02,R002,Laptop,Whirlpool,112,75000,9091
2024-02-02,R002,Smartphone,LG,107,30000,30495
2024-02-02,R002,AC,HP,49,20000,21785
2024-02-02,R002,TV,HP,110,20000,23431
2024-02-02,R002,Washing Machine,Whirlpool,120,20000,26361
2024-02-02,R003,Laptop,Samsung,54,45000,24923
2024-02-02,R003,Smartphone,Whirlpool,105,20000,10853
2024-02-02,R003,AC,Whirlpool,25,75000,33660
2024-02-02,R003,TV,Whirlpool,135,75000,16321
2024-02-02,R003,Washing Machine,Sony,110,60000,19346
2024-02-02,R004,Laptop,Whirlpool,126,60000,36928
2024-02-02,R004,Smartphone,Samsung,52,60000,15955
2024-02-02,R004,AC,Whirlpool,61,60000,27921
2024-02-02,R004,TV,HP,97,75000,9488
2024-02-02,R004,Washing Machine,LG,68,45000,21270
2024-02-02,R005,Laptop,HP,43,45000,18040
2024-02-02,R005,Smartphone,Whirlpool,72,75000,34155
2024-02-02,R005,AC,HP,39,45000,10150
2024-02-02,R005,TV,HP,50,45000,12412
2024-02-02,R005,Washing Machine,Whirlpool,117,20000,25961
2024-02-02,R006,Laptop,HP,37,45000,11128
2024-02-02,R006,Smartphone,Whirlpool,24,20000,39183
2024-02-02,R006,AC,Sony,59,75000,26859
2024-02-02,R006,TV,HP,131,75000,33187
2024-02-02,R006,Washing Machine,HP,75,30000,34626
2024-02-02,R007,Laptop,HP,148,45000,19588
2024-02-02,R007,Smartphone,HP,41,20000,23816
2024-02-02,R007,AC,HP,92,30000,33819
2024-02-02,R007,TV,HP,79,30000,20119
2024-02-02,R007,Washing Machine,Sony,29,20000,9810
2024-02-02,R008,Laptop,Whirlpool,50,75000,36224
2024-02-02,R008,Smartphone,HP,133,20000,34268
2024-02-02,R008,AC,HP,148,45000,7201
2024-02-02,R008,TV,LG,116,45000,16347
2024-02-02,R008,Washing Machine,Sony,145,30000,32369
2024-02-02,R009,Laptop,Samsung,119,75000,32762
2024-02-02,R009,Smartphone,LG,24,75000,15885
2024-02-02,R009,AC,HP,118,30000,18541
2024-02-02,R009,TV,HP,111,75000,7817
2024-02-02,R009,Washing Machine,Samsung,107,20000,20238
2024-02-02,R010,Laptop,Whirlpool,138,20000,30182
2024-02-02,R010,Smartphone,Samsung,49,75000,15883
2024-02-02,R010,AC,Whirlpool,39,30000,22247
2024-02-02,R010,TV,LG,111,60000,8561
2024-02-02,R010,Washing Machine,HP,45,75000,14462
2024-02-03,R001,Laptop,Samsung,121,60000,16360
2024-02-03,R001,Smartphone,HP,123,20000,38565
2024-02-03,R001,AC,Sony,54,45000,9980
2024-02-03,R001,TV,HP,136,60000,26839
2024-02-03,R001,Washing Machine,LG,105,20000,28518
2024-02-03,R002,Laptop,Whirlpool,113,45000,38155
2024-02-03,R002,Smartphone,Samsung,82,20000,18546
2024-02-03,R002,AC,LG,95,30000,30754
2024-02-03,R002,TV,HP,34,75000,31148
2024-02-03,R002,Washing Machine,Sony,27,20000,17809
2024-02-03,R003,Laptop,HP,140,75000,36424
2024-02-03,R003,Smartphone,Whirlpool,137,75000,21977
2024-02-03,R003,AC,HP,148,45000,29179
2024-02-03,R003,TV,Whirlpool,59,20000,21766
2024-02-03,R003,Washing Machine,Samsung,101,75000,35501
2024-02-03,R004,Laptop,Sony,89,75000,20724
2024-02-03,R004,Smartphone,Sony,141,60000,15548
2024-02-03,R004,AC,LG,88,60000,7438
2024-02-03,R004,TV,Sony,51,30000,30717
2024-02-03,R004,Washing Machine,Samsung,89,60000,16129
2024-02-03,R005,Laptop,LG,60,20000,28406
2024-02-03,R005,Smartphone,Samsung,77,45000,32059
2024-02-03,R005,AC,LG,121,60000,18008
2024-02-03,R005,TV,Sony,126,20000,25365
2024-02-03,R005,Washing Machine,Samsung,24,75000,14765
2024-02-03,R006,Laptop,LG,41,30000,30352
2024-02-03,R006,Smartphone,LG,111,75000,6184
2024-02-03,R006,AC,Sony,80,45000,11910
2024-02-03,R006,TV,HP,88,75000,28928
2024-02-03,R006,Washing Machine,HP,122,30000,23874
2024-02-03,R007,Laptop,Sony,87,30000,38336
2024-02-03,R007,Smartphone,Whirlpool,55,75000,16426
2024-02-03,R007,AC,Whirlpool,71,45000,31686
2024-02-03,R007,TV,LG,119,60000,38459
2024-02-03,R007,Washing Machine,LG,33,30000,5150
2024-02-03,R008,Laptop,Samsung,103,20000,26052
2024-02-03,R008,Smartphone,LG,136,60000,21378
2024-02-03,R008,AC,LG,92,20000,38112
2024-02-03,R008,TV,Sony,121,45000,30119
2024-02-03,R008,Washing Machine,Sony,89,75000,40000
2024-02-03,R009,Laptop,HP,22,75000,21841
2024-02-03,R009,Smartphone,Samsung,93,30000,28845
2024-02-03,R009,AC,Samsung,29,30000,12564
2024-02-03,R009,TV,LG,53,45000,19251
2024-02-03,R009,Washing Machine,Samsung,53,20000,18729
2024-02-03,R010,Laptop,LG,42,75000,26095
2024-02-03,R010,Smartphone,Whirlpool,127,45000,16697
2024-02-03,R010,AC,HP,40,75000,21018
2024-02-03,R010,TV,LG,30,60000,24824
2024-02-03,R010,Washing Machine,LG,101,30000,13518
2024-02-04,R001,Laptop,LG,123,75000,36019
2024-02-04,R001,Smartphone,Whirlpool,136,30000,28790
2024-02-04,R001,AC,Whirlpool,54,30000,6604
2024-02-04,R001,TV,Sony,89,75000,21415
2024-02-04,R001,Washing Machine,HP,60,45000,37390
2024-02-04,R002,Laptop,Samsung,133,45000,34164
2024-02-04,R002,Smartphone,HP,88,75000,11027
2024-02-04,R002,AC,Samsung,117,45000,33360
2024-02-04,R002,TV,Sony,88,30000,11945
2024-02-04,R002,Washing Machine,Whirlpool,129,20000,22135
2024-02-04,R003,Laptop,Whirlpool,137,20000,25626
2024-02-04,R003,Smartphone,LG,46,60000,33402
2024-02-04,R003,AC,HP,57,75000,32698
2024-02-04,R003,TV,Sony,68,30000,20021
2024-02-04,R003,Washing Machine,Whirlpool,148,60000,6603
2024-02-04,R004,Laptop,Samsung,121,60000,25716
2024-02-04,R004,Smartphone,HP,128,60000,36632
2024-02-04,R004,AC,Whirlpool,131,75000,38458
2024-02-04,R004,TV,Samsung,147,60000,34383
2024-02-04,R004,Washing Machine,LG,145,75000,35046
2024-02-04,R005,Laptop,LG,84,75000,13981
2024-02-04,R005,Smartphone,Samsung,32,20000,14095
2024-02-04,R005,AC,Sony,27,75000,33972
2024-02-04,R005,TV,Sony,88,20000,38243
2024-02-04,R005,Washing Machine,LG,134,30000,33966
2024-02-04,R006,Laptop,Sony,92,30000,30396
2024-02-04,R006,Smartphone,Samsung,77,75000,20183
2024-02-04,R006,AC,LG,68,30000,32180
2024-02-04,R006,TV,HP,33,75000,5654
2024-02-04,R006,Washing Machine,HP,34,30000,17520
2024-02-04,R007,Laptop,Samsung,59,60000,34951
2024-02-04,R007,Smartphone,Samsung,150,30000,31140
2024-02-04,R007,AC,Sony,29,45000,22024
2024-02-04,R007,TV,Sony,119,30000,33870
2024-02-04,R007,Washing Machine,Samsung,74,30000,25902
2024-02-04,R008,Laptop,Samsung,123,30000,28433
2024-02-04,R008,Smartphone,HP,46,60000,5760
2024-02-04,R008,AC,HP,123,75000,25576
2024-02-04,R008,TV,Sony,100,30000,18255
2024-02-04,R008,Washing Machine,Sony,87,75000,15120
2024-02-04,R009,Laptop,Samsung,53,60000,33483
2024-02-04,R009,Smartphone,HP,42,20000,39050
2024-02-04,R009,AC,HP,79,45000,25837
2024-02-04,R009,TV,LG,107,75000,35103
2024-02-04,R009,Washing Machine,HP,117,75000,9762
2024-02-04,R010,Laptop,HP,37,30000,24501
2024-02-04,R010,Smartphone,Whirlpool,115,30000,12516
2024-02-04,R010,AC,HP,41,75000,16970
2024-02-04,R010,TV,Samsung,40,20000,16405
2024-02-04,R010,Washing Machine,Whirlpool,21,60000,5915
2024-02-05,R001,Laptop,Whirlpool,65,45000,29669
2024-02-05,R001,Smartphone,Samsung,83,45000,35234
2024-02-05,R001,AC,Whirlpool,138,60000,11621
2024-02-05,R001,TV,Sony,129,60000,13617
2024-02-05,R001,Washing Machine,HP,137,75000,20854
2024-02-05,R002,Laptop,Samsung,97,60000,20337
2024-02-05,R002,Smartphone,HP,41,75000,21660
2024-02-05,R002,AC,HP,74,60000,16839
2024-02-05,R002,TV,LG,127,30000,38099
2024-02-05,R002,Washing Machine,HP,141,60000,30427
2024-02-05,R003,Laptop,HP,60,75000,5937
2024-02-05,R003,Smartphone,Samsung,49,45000,38629
2024-02-05,R003,AC,LG,23,30000,25220
2024-02-05,R003,TV,Whirlpool,57,75000,33007
2024-02-05,R003,Washing Machine,Samsung,139,60000,15580
2024-02-05,R004,Laptop,Samsung,29,45000,25060
2024-02-05,R004,Smartphone,Whirlpool,92,30000,27126
2024-02-05,R004,AC,Sony,50,30000,30195
2024-02-05,R004,TV,Sony,38,30000,36111
2024-02-05,R004,Washing Machine,Sony,108,60000,34196
2024-02-05,R005,Laptop,HP,97,30000,11488
2024-02-05,R005,Smartphone,Whirlpool,127,45000,7897
2024-02-05,R005,AC,HP,60,20000,34733
2024-02-05,R005,TV,LG,84,20000,13866
2024-02-05,R005,Washing Machine,Whirlpool,33,75000,18357
2024-02-05,R006,Laptop,HP,48,60000,36813
2024-02-05,R006,Smartphone,Samsung,83,75000,18336
2024-02-05,R006,AC,LG,126,75000,34452
2024-02-05,R006,TV,HP,58,60000,35011
2024-02-05,R006,Washing Machine,HP,75,75000,28484
2024-02-05,R007,Laptop,Samsung,87,45000,29172
2024-02-05,R007,Smartphone,LG,122,30000,7263
2024-02-05,R007,AC,Samsung,61,30000,11174
2024-02-05,R007,TV,Whirlpool,124,45000,18136
2024-02-05,R007,Washing Machine,Sony,50,45000,18165
2024-02-05,R008,Laptop,Samsung,54,30000,13264
2024-02-05,R008,Smartphone,Samsung,103,45000,15188
2024-02-05,R008,AC,Samsung,54,20000,19187
2024-02-05,R008,TV,HP,20,30000,16127
2024-02-05,R008,Washing Machine,LG,94,60000,16631
2024-02-05,R009,Laptop,HP,93,60000,37549
2024-02-05,R009,Smartphone,LG,141,20000,37894
2024-02-05,R009,AC,HP,74,30000,37197
2024-02-05,R009,TV,HP,117,20000,33076
2024-02-05,R009,Washing Machine,Samsung,49,45000,34812
2024-02-05,R010,Laptop,LG,114,45000,15228
2024-02-05,R010,Smartphone,Sony,128,20000,27789
2024-02-05,R010,AC,LG,79,45000,21263
2024-02-05,R010,TV,LG,145,20000,5964
2024-02-05,R010,Washing Machine,LG,92,45000,25819
2024-02-06,R001,Laptop,Sony,70,20000,7639
2024-02-06,R001,Smartphone,Samsung,149,45000,27401
2024-02-06,R001,AC,Samsung,107,20000,36835
2024-02-06,R001,TV,Whirlpool,61,20000,32257
2024-02-06,R001,Washing Machine,Samsung,123,20000,38679
2024-02-06,R002,Laptop,HP,135,30000,9884
2024-02-06,R002,Smartphone,Sony,24,20000,31958
2024-02-06,R002,AC,Whirlpool,29,45000,29307
2024-02-06,R002,TV,Whirlpool,97,60000,35424
2024-02-06,R002,Washing Machine,LG,89,30000,15384
2024-02-06,R003,Laptop,Sony,78,30000,18673
2024-02-06,R003,Smartphone,HP,58,75000,39345
2024-02-06,R003,AC,Sony,93,60000,12591
2024-02-06,R003,TV,Samsung,24,30000,25339
2024-02-06,R003,Washing Machine,Sony,61,60000,11775
2024-02-06,R004,Laptop,HP,57,45000,16830
2024-02-06,R004,Smartphone,Whirlpool,145,20000,6126
2024-02-06,R004,AC,HP,54,20000,29873
2024-02-06,R004,TV,Whirlpool,137,20000,28994
2024-02-06,R004,Washing Machine,LG,92,75000,14968
2024-02-06,R005,Laptop,Whirlpool,149,30000,32856
2024-02-06,R005,Smartphone,Sony,105,45000,31485
2024-02-06,R005,AC,Whirlpool,32,30000,30749
2024-02-06,R005,TV,Sony,147,60000,10292
2024-02-06,R005,Washing Machine,LG,148,20000,14988
2024-02-06,R006,Laptop,Sony,142,60000,17052
2024-02-06,R006,Smartphone,Samsung,120,60000,27958
2024-02-06,R006,AC,Samsung,116,20000,10173
2024-02-06,R006,TV,Sony,150,45000,33526
2024-02-06,R006,Washing Machine,Samsung,98,75000,37648
2024-02-06,R007,Laptop,LG,147,20000,11291
2024-02-06,R007,Smartphone,Whirlpool,145,75000,34536
2024-02-06,R007,AC,LG,129,20000,38913
2024-02-06,R007,TV,Samsung,149,75000,19323
2024-02-06,R007,Washing Machine,Sony,39,30000,21784
2024-02-06,R008,Laptop,HP,115,75000,30211
2024-02-06,R008,Smartphone,HP,81,20000,22809
2024-02-06,R008,AC,LG,30,20000,27479
2024-02-06,R008,TV,HP,112,45000,22239
2024-02-06,R008,Washing Machine,Samsung,29,20000,37474
2024-02-06,R009,Laptop,HP,53,45000,28890
2024-02-06,R009,Smartphone,Whirlpool,99,75000,38284
2024-02-06,R009,AC,LG,43,60000,11905
2024-02-06,R009,TV,HP,98,20000,19015
2024-02-06,R009,Washing Machine,Samsung,132,60000,28813
2024-02-06,R010,Laptop,Whirlpool,24,75000,22880
2024-02-06,R010,Smartphone,HP,140,45000,39448
2024-02-06,R010,AC,Samsung,145,20000,7849
2024-02-06,R010,TV,LG,72,75000,23180
2024-02-06,R010,Washing Machine,Sony,137,20000,13642
2024-02-07,R001,Laptop,HP,58,20000,13760
2024-02-07,R001,Smartphone,HP,31,60000,25740
2024-02-07,R001,AC,LG,88,45000,19754
2024-02-07,R001,TV,LG,121,30000,16805
2024-02-07,R001,Washing Machine,Whirlpool,104,60000,38512
2024-02-07,R002,Laptop,LG,42,60000,31331
2024-02-07,R002,Smartphone,HP,41,30000,19386
2024-02-07,R002,AC,Whirlpool,79,60000,18778
2024-02-07,R002,TV,Whirlpool,24,45000,28262
2024-02-07,R002,Washing Machine,Sony,78,20000,19577
2024-02-07,R003,Laptop,Sony,137,45000,25461
2024-02-07,R003,Smartphone,Sony,106,20000,19362
2024-02-07,R003,AC,Samsung,83,20000,30235
2024-02-07,R003,TV,HP,64,75000,38594
2024-02-07,R003,Washing Machine,LG,101,30000,25720
2024-02-07,R004,Laptop,LG,117,20000,33534
2024-02-07,R004,Smartphone,LG,100,30000,30075
2024-02-07,R004,AC,Whirlpool,124,20000,34849
2024-02-07,R004,TV,Samsung,76,75000,14733
2024-02-07,R004,Washing Machine,Samsung,75,45000,38752
2024-02-07,R005,Laptop,HP,117,45000,13585
2024-02-07,R005,Smartphone,Samsung,134,30000,16020
2024-02-07,R005,AC,LG,81,20000,16595
2024-02-07,R005,TV,Whirlpool,30,20000,28241
2024-02-07,R005,Washing Machine,Sony,117,20000,20843
2024-02-07,R006,Laptop,Samsung,120,45000,23156
2024-02-07,R006,Smartphone,HP,22,75000,38833
2024-02-07,R006,AC,Whirlpool,69,60000,19368
2024-02-07,R006,TV,Whirlpool,127,60000,16096
2024-02-07,R006,Washing Machine,LG,84,60000,39937
2024-02-07,R007,Laptop,LG,81,20000,34346
2024-02-07,R007,Smartphone,HP,92,45000,7704
2024-02-07,R007,AC,Samsung,100,20000,9363
2024-02-07,R007,TV,Sony,84,60000,20188
2024-02-07,R007,Washing Machine,Whirlpool,78,75000,22422
2024-02-07,R008,Laptop,Sony,75,75000,28015
2024-02-07,R008,Smartphone,Sony,128,60000,18971
2024-02-07,R008,AC,Samsung,21,75000,30283
2024-02-07,R008,TV,Sony,131,45000,26631
2024-02-07,R008,Washing Machine,Whirlpool,127,20000,34638
2024-02-07,R009,Laptop,Samsung,146,20000,12740
2024-02-07,R009,Smartphone,HP,49,45000,14335
2024-02-07,R009,AC,Whirlpool,51,45000,38794
2024-02-07,R009,TV,Sony,115,45000,36258
2024-02-07,R009,Washing Machine,Sony,30,75000,20806
2024-02-07,R010,Laptop,Whirlpool,119,30000,39665
2024-02-07,R010,Smartphone,LG,83,60000,10183
2024-02-07,R010,AC,Whirlpool,110,60000,13532
2024-02-07,R010,TV,LG,54,45000,20899
2024-02-07,R010,Washing Machine,Whirlpool,103,20000,9857
2024-02-08,R001,Laptop,Samsung,102,60000,29611
2024-02-08,R001,Smartphone,LG,92,45000,24010
2024-02-08,R001,AC,LG,21,30000,37332
2024-02-08,R001,TV,Sony,88,75000,16580
2024-02-08,R001,Washing Machine,HP,49,45000,31107
2024-02-08,R002,Laptop,Whirlpool,104,45000,34108
2024-02-08,R002,Smartphone,Sony,137,75000,35089
2024-02-08,R002,AC,LG,23,45000,37622
2024-02-08,R002,TV,Whirlpool,39,20000,33694
2024-02-08,R002,Washing Machine,HP,20,60000,39106
2024-02-08,R003,Laptop,HP,47,30000,28980
2024-02-08,R003,Smartphone,Sony,29,20000,15673
2024-02-08,R003,AC,Whirlpool,110,30000,9113
2024-02-08,R003,TV,LG,20,30000,7608
2024-02-08,R003,Washing Machine,Whirlpool,114,60000,20238
2024-02-08,R004,Laptop,LG,100,30000,12820
2024-02-08,R004,Smartphone,LG,149,45000,27591
2024-02-08,R004,AC,Samsung,122,30000,16143
2024-02-08,R004,TV,Whirlpool,111,45000,20634
2024-02-08,R004,Washing Machine,HP,106,45000,30585
2024-02-08,R005,Laptop,Whirlpool,41,45000,32373
2024-02-08,R005,Smartphone,Samsung,85,20000,27506
2024-02-08,R005,AC,Samsung,45,75000,18765
2024-02-08,R005,TV,Whirlpool,68,20000,27555
2024-02-08,R005,Washing Machine,Sony,137,30000,30832
2024-02-08,R006,Laptop,HP,70,60000,5270
2024-02-08,R006,Smartphone,HP,147,60000,37157
2024-02-08,R006,AC,LG,120,20000,28502
2024-02-08,R006,TV,HP,148,45000,14590
2024-02-08,R006,Washing Machine,Samsung,150,30000,34162
2024-02-08,R007,Laptop,Samsung,74,75000,37044
2024-02-08,R007,Smartphone,Whirlpool,37,20000,12162
2024-02-08,R007,AC,Sony,132,20000,31229
2024-02-08,R007,TV,HP,47,60000,27530
2024-02-08,R007,Washing Machine,HP,84,45000,29267
2024-02-08,R008,Laptop,LG,126,75000,29874
2024-02-08,R008,Smartphone,LG,64,30000,29102
2024-02-08,R008,AC,Sony,54,45000,15609
2024-02-08,R008,TV,Whirlpool,94,75000,15208
2024-02-08,R008,Washing Machine,Whirlpool,92,60000,12794
2024-02-08,R009,Laptop,Sony,47,60000,5737
2024-02-08,R009,Smartphone,Samsung,124,20000,18711
2024-02-08,R009,AC,Sony,59,75000,37637
2024-02-08,R009,TV,Samsung,36,20000,13084
2024-02-08,R009,Washing Machine,Samsung,140,60000,33122
2024-02-08,R010,Laptop,LG,105,75000,16666
2024-02-08,R010,Smartphone,Sony,77,45000,30378
2024-02-08,R010,AC,Whirlpool,113,30000,38586
2024-02-08,R010,TV,Samsung,133,45000,17436
2024-02-08,R010,Washing Machine,Sony,38,45000,20865
2024-02-09,R001,Laptop,Samsung,142,20000,12875
2024-02-09,R001,Smartphone,HP,81,30000,11943
2024-02-09,R001,AC,Samsung,55,45000,37038
2024-02-09,R001,TV,LG,20,30000,20469
2024-02-09,R001,Washing Machine,HP,65,20000,14103
2024-02-09,R002,Laptop,Samsung,23,45000,23013
2024-02-09,R002,Smartphone,Samsung,78,75000,32154
2024-02-09,R002,AC,LG,34,45000,22356
2024-02-09,R002,TV,HP,41,30000,31368
2024-02-09,R002,Washing Machine,LG,62,30000,35769
2024-02-09,R003,Laptop,Sony,129,60000,39101
2024-02-09,R003,Smartphone,HP,93,75000,16665
2024-02-09,R003,AC,HP,41,30000,8328
2024-02-09,R003,TV,Samsung,40,20000,9038
2024-02-09,R003,Washing Machine,Samsung,39,30000,26241
2024-02-09,R004,Laptop,HP,147,45000,13614
2024-02-09,R004,Smartphone,Sony,42,30000,38039
2024-02-09,R004,AC,Whirlpool,27,45000,7088
2024-02-09,R004,TV,LG,69,20000,10631
2024-02-09,R004,Washing Machine,Whirlpool,53,75000,22992
2024-02-09,R005,Laptop,LG,134,20000,20463
2024-02-09,R005,Smartphone,HP,77,60000,20230
2024-02-09,R005,AC,Samsung,121,45000,35485
2024-02-09,R005,TV,Sony,91,45000,15632
2024-02-09,R005,Washing Machine,HP,32,60000,36690
2024-02-09,R006,Laptop,HP,52,45000,29187
2024-02-09,R006,Smartphone,HP,89,30000,5573
2024-02-09,R006,AC,HP,81,20000,10327
2024-02-09,R006,TV,HP,24,20000,37376
2024-02-09,R006,Washing Machine,Samsung,118,60000,9055
2024-02-09,R007,Laptop,HP,140,30000,18585
2024-02-09,R007,Smartphone,Whirlpool,74,75000,7650
2024-02-09,R007,AC,LG,46,60000,18267
2024-02-09,R007,TV,Samsung,130,75000,21423
2024-02-09,R007,Washing Machine,Sony,59,30000,20204
2024-02-09,R008,Laptop,Whirlpool,105,60000,17081
2024-02-09,R008,Smartphone,HP,95,30000,36253
2024-02-09,R008,AC,HP,129,30000,29711
2024-02-09,R008,TV,Whirlpool,80,75000,15629
2024-02-09,R008,Washing Machine,Sony,49,30000,29226
2024-02-09,R009,Laptop,Sony,45,45000,38935
2024-02-09,R009,Smartphone,Whirlpool,148,75000,35470
2024-02-09,R009,AC,Sony,116,20000,38456
2024-02-09,R009,TV,LG,107,45000,22733
2024-02-09,R009,Washing Machine,Samsung,112,60000,6622
2024-02-09,R010,Laptop,LG,120,45000,39943
2024-02-09,R010,Smartphone,Sony,57,30000,19465
2024-02-09,R010,AC,HP,124,20000,22126
2024-02-09,R010,TV,Sony,93,30000,38833
2024-02-09,R010,Washing Machine,Sony,91,20000,25203
2024-02-10,R001,Laptop,LG,72,20000,37145
2024-02-10,R001,Smartphone,Whirlpool,38,30000,35993
2024-02-10,R001,AC,Samsung,128,20000,22926
2024-02-10,R001,TV,Samsung,94,20000,26595
2024-02-10,R001,Washing Machine,HP,26,60000,29558
2024-02-10,R002,Laptop,Sony,85,75000,27057
2024-02-10,R002,Smartphone,Sony,53,60000,6259
2024-02-10,R002,AC,Sony,120,45000,17179
2024-02-10,R002,TV,Samsung,62,60000,22324
2024-02-10,R002,Washing Machine,HP,121,75000,39148
2024-02-10,R003,Laptop,LG,85,20000,28083
2024-02-10,R003,Smartphone,Samsung,69,75000,22244
2024-02-10,R003,AC,LG,106,30000,25933
2024-02-10,R003,TV,LG,29,75000,14242
2024-02-10,R003,Washing Machine,HP,64,60000,31151
2024-02-10,R004,Laptop,LG,138,75000,34661
2024-02-10,R004,Smartphone,Whirlpool,144,75000,9014
2024-02-10,R004,AC,Sony,140,60000,19572
2024-02-10,R004,TV,LG,131,30000,30736
2024-02-10,R004,Washing Machine,LG,48,30000,34339
2024-02-10,R005,Laptop,LG,48,45000,16714
2024-02-10,R005,Smartphone,Whirlpool,84,20000,13413
2024-02-10,R005,AC,HP,133,20000,16397
2024-02-10,R005,TV,Sony,105,45000,18067
2024-02-10,R005,Washing Machine,Samsung,40,30000,39145
2024-02-10,R006,Laptop,LG,62,75000,27428
2024-02-10,R006,Smartphone,HP,117,45000,31844
2024-02-10,R006,AC,LG,32,45000,38753
2024-02-10,R006,TV,Samsung,84,20000,26464
2024-02-10,R006,Washing Machine,HP,147,20000,30393
2024-02-10,R007,Laptop,Whirlpool,111,75000,25307
2024-02-10,R007,Smartphone,LG,34,75000,27848
2024-02-10,R007,AC,Samsung,43,45000,19615
2024-02-10,R007,TV,LG,150,75000,32970
2024-02-10,R007,Washing Machine,LG,54,60000,25775
2024-02-10,R008,Laptop,HP,28,60000,18795
2024-02-10,R008,Smartphone,Samsung,86,60000,18025
2024-02-10,R008,AC,HP,124,60000,25228
2024-02-10,R008,TV,HP,137,45000,30201
2024-02-10,R008,Washing Machine,LG,143,20000,24328
2024-02-10,R009,Laptop,Samsung,35,75000,15827
2024-02-10,R009,Smartphone,HP,85,75000,30893
2024-02-10,R009,AC,Sony,144,75000,20232
2024-02-10,R009,TV,Sony,83,30000,22610
2024-02-10,R009,Washing Machine,HP,37,45000,37110
2024-02-10,R010,Laptop,LG,45,30000,20134
2024-02-10,R010,Smartphone,Sony,149,30000,35873
2024-02-10,R010,AC,Whirlpool,53,75000,21498
2024-02-10,R010,TV,Sony,147,75000,38414
2024-02-10,R010,Washing Machine,Whirlpool,46,30000,15213
2024-02-11,R001,Laptop,Samsung,23,45000,14632
2024-02-11,R001,Smartphone,HP,34,30000,37166
2024-02-11,R001,AC,Samsung,56,75000,28022
2024-02-11,R001,TV,LG,141,45000,23426
2024-02-11,R001,Washing Machine,Samsung,114,30000,30514
2024-02-11,R002,Laptop,Sony,99,30000,7729
2024-02-11,R002,Smartphone,HP,139,45000,12674
2024-02-11,R002,AC,LG,139,60000,15061
2024-02-11,R002,TV,Samsung,42,60000,35228
2024-02-11,R002,Washing Machine,LG,133,60000,26517
2024-02-11,R003,Laptop,Sony,103,75000,5851
2024-02-11,R003,Smartphone,HP,91,30000,26158
2024-02-11,R003,AC,HP,87,30000,20435
2024-02-11,R003,TV,Whirlpool,149,60000,18864
2024-02-11,R003,Washing Machine,Whirlpool,56,20000,39374
2024-02-11,R004,Laptop,Samsung,119,45000,17772
2024-02-11,R004,Smartphone,HP,42,75000,12844
2024-02-11,R004,AC,Sony,75,45000,13249
2024-02-11,R004,TV,Samsung,136,60000,5560
2024-02-11,R004,Washing Machine,Sony,127,60000,29321
2024-02-11,R005,Laptop,Whirlpool,118,60000,29890
2024-02-11,R005,Smartphone,Samsung,45,20000,16621
2024-02-11,R005,AC,HP,93,60000,12360
2024-02-11,R005,TV,Whirlpool,127,75000,13498
2024-02-11,R005,Washing Machine,HP,27,60000,39576
2024-02-11,R006,Laptop,LG,42,60000,7435
2024-02-11,R006,Smartphone,Whirlpool,93,60000,27331
2024-02-11,R006,AC,Sony,21,20000,37748
2024-02-11,R006,TV,LG,67,60000,14944
2024-02-11,R006,Washing Machine,LG,32,75000,37013
2024-02-11,R007,Laptop,HP,28,60000,11477
2024-02-11,R007,Smartphone,Samsung,48,45000,6781
2024-02-11,R007,AC,Samsung,142,75000,11981
2024-02-11,R007,TV,Sony,131,60000,12313
2024-02-11,R007,Washing Machine,LG,70,75000,8635
2024-02-11,R008,Laptop,HP,61,30000,38680
